speed,accuracy,acceleration_magnitude,DFT_E1,mode,DFT_E2,DFT_E3
0,6,11.82085332,139.7325732,auto,139.7325732,138.0109809
0,16,12.54523492,157.3829191,auto,156.0292019,148.1885242
0,12,9.668936069,93.4883247,auto,315.0594947,328.528181
4.9206324,12,8.742416288,76.42984255,auto,161.923823,186.0021771
4.9206324,12,13.74970048,189.0542634,auto,117.3425099,113.6763007
6.964149,12,12.53150944,157.0387288,auto,157.3688214,154.640426
6.964149,12,12.00898865,144.2158085,auto,206.9385042,197.6723362
6.964149,12,10.68523098,114.1741611,auto,143.3238674,113.8653836
9.259023,8,12.10451806,146.5193574,auto,199.3625605,174.7081741
8.384764,8,11.61017987,134.7962765,auto,134.7962765,112.4247082
8.384764,8,12.35760908,152.7105022,auto,152.7105022,150.9770688
8.384764,8,7.213542987,52.03520242,auto,52.03520242,52.03520242
0,12,11.75587987,138.2007116,auto,138.2987389,137.3176434
0,8,12.14408433,147.4787842,auto,144.1609291,141.8923429
0,8,12.25263472,150.1270576,auto,142.2806473,141.1860854
0,8,12.07523994,145.8114196,auto,136.9840107,139.3211716
0,16,12.12026493,146.900822,auto,148.137244,142.6415399
0,12,11.96709339,143.2113243,auto,153.6770055,158.0088364
0,24,11.5107126,132.4965045,auto,137.4047775,146.2577077
0,12,11.31745182,128.0847158,auto,128.0847158,128.0847158
0,12,12.18480454,148.4694616,auto,148.4694616,170.042683
0,16,11.61015797,134.7957682,auto,131.237768,127.8620087
0,24,11.98776856,143.7065951,auto,143.3808203,143.3808203
0,24,12.1720938,148.1598675,auto,111.7170129,131.5211569
0,24,11.43732659,130.8124395,auto,140.9178734,150.5020266
1.1431746,16,11.2437176,126.4211856,auto,126.4211856,156.4245876
1.1431746,16,16.67610295,278.0924095,auto,51.29459389,112.5296378
0,768,11.46344785,131.4106366,auto,153.9658545,159.4424036
3.004871,12,12.07214669,145.7367257,auto,169.784854,161.3258519
5.421204,24,14.64752369,214.5499501,auto,214.5499501,121.018963
5.421204,24,14.42188794,207.9908519,auto,126.4760365,123.511535
7.3777122,12,11.03597048,121.7926444,auto,132.0816625,136.7803374
7.3777122,12,11.24553932,126.4621546,auto,126.4621546,150.6878441
0,12,12.45749735,155.1892401,auto,163.5406449,174.6508462
0,12,10.43063077,108.7980582,auto,110.278828,117.308048
0,12,11.90739449,141.7860435,auto,169.8808769,176.5030334
0,12,11.49823206,132.2093406,auto,132.2093406,132.2093406
0,12,11.1035274,123.2883207,auto,123.2883207,158.3828845
0,12,16.30543948,265.8673565,auto,236.8340894,236.8340894
0,16,9.754064763,95.1417794,auto,95.1417794,95.1417794
0,8,12.25234605,150.1199836,auto,147.166289,146.9569649
0,16,11.91031289,141.8555531,auto,137.8792114,136.8284537
0,16,10.42728786,108.7283321,auto,109.1382331,111.3345148
0,8,11.91303328,141.9203619,bus,152.7258653,150.4104958
0,16,12.13661802,147.297497,bus,153.7044182,150.2974111
0,768,12.09913693,146.3891144,bus,116.9677846,81.36234054
0,16,11.6591783,135.9364385,bus,123.4061458,117.2425162
0,16,10.46561189,109.5290322,bus,109.5290322,84.53188857
0,16,12.61869274,159.2314065,bus,156.1156758,148.286388
0,12,12.23188005,149.6188895,bus,172.819569,172.819569
0,768,11.41390799,130.2772957,bus,142.7479144,140.4670422
0,8,11.2396106,126.3288465,bus,121.4870669,127.3521468
0,24,10.54448815,111.1862304,bus,111.1862304,100.2784517
0,24,10.26448271,105.3596054,bus,100.7034355,103.499643
0,24,10.22571785,104.5653055,bus,108.9252419,104.7581351
0,24,11.48861547,131.9882855,bus,137.9006452,140.575043
0,24,12.25461072,150.1754839,bus,165.7111028,175.7465746
0,24,11.38118686,129.5314143,bus,129.5314143,125.9329443
0,24,12.11323325,146.7304198,bus,143.7371754,145.9759393
0,24,11.81987179,139.7093691,bus,143.9144395,145.860934
0,16,11.99434109,143.8642183,bus,143.8642183,143.8642183
0,24,11.96192986,143.087766,bus,146.1290597,145.9235935
0,32,11.89470842,141.4840885,bus,141.4840885,144.152767
0,885,13.01865723,169.4854361,bus,149.2103854,139.2518447
0,24,12.11104104,146.677315,bus,146.677315,146.677315
0,24,10.16324216,103.2914912,bus,101.0314182,103.3120084
0,32,9.928561692,98.57633728,bus,98.57633728,98.07598484
0,32,12.74169633,162.3508254,bus,134.4493514,135.6440678
0,24,13.22456829,174.8892064,bus,153.5913884,172.9941398
0,24,11.99682062,143.9237049,bus,146.5182437,148.7906256
0,24,12.20948194,149.0714492,bus,156.2476251,153.9002575
0,24,11.32128654,128.1715289,bus,136.3000062,133.3005273
0,24,11.47302619,131.6303299,bus,64.90194139,82.37602282
0,24,10.39729767,108.1037988,bus,104.7713904,104.5421962
0,24,10.18187371,103.6705522,bus,103.6705522,112.6679621
0,24,10.12274665,102.4699997,bus,102.4699997,124.5483671
0,24,10.04950202,100.9924909,bus,90.27108171,90.71095652
0,24,8.493053888,72.13196434,bus,64.20906969,59.65736261
0,24,10.56046274,111.5233734,bus,108.4963226,120.4155401
0,24,9.523945503,90.70553795,bus,90.70553795,124.1004383
0,24,9.875278706,97.52112953,bus,94.67416628,101.7860197
0,24,9.410790974,88.56298676,bus,94.31436466,94.31436466
0,24,9.564699651,91.48347942,bus,149.0390919,150.50464
0,24,12.2088168,149.0552076,bus,149.0552076,146.5387334
0,885,12.15430123,147.7270384,bus,149.7411083,147.5784176
0,24,13.98373444,195.544829,bus,110.2627048,105.5518541
1.3415616,16,10.84415296,117.5956535,bus,147.136546,155.3472766
1.3415616,16,11.63104774,135.2812715,bus,135.2812715,135.2812715
1.3415616,16,11.209998,125.6640552,bus,125.6640552,84.06413576
0,858,11.98711546,143.690937,stationary,143.466959,142.9773534
0,858,12.03837041,144.922362,stationary,144.9745565,144.6421086
0,858,12.00561037,144.1346803,stationary,144.1346803,145.3625753
0,858,12.06081324,145.463216,stationary,144.423491,145.1688701
0,858,12.107932,146.6020173,stationary,146.6020173,145.4075297
0,858,12.03293643,144.7915591,stationary,144.7915591,145.2553145
0,858,12.06828931,145.6436068,stationary,146.3118754,145.6333347
0,858,12.06739546,145.6220333,stationary,145.6220333,145.5899358
0,858,12.04981338,145.1980024,stationary,145.400544,146.8324911
0,858,12.08262468,145.9898191,stationary,145.9898191,138.3118504
0,858,11.88107693,141.1599891,stationary,144.8626164,144.1063117
0,858,12.02368479,144.5689959,stationary,145.2029538,145.5983641
0,858,12.07949432,145.914183,stationary,146.0117144,146.0117144
0,858,12.08095515,145.9494774,stationary,145.8668421,143.8195652
0,858,12.08584507,146.067651,stationary,146.0624237,146.1274325
1.4852908,48,12.11174646,146.6944024,stationary,145.3878108,145.5478271
1.5048765,16,11.70846016,137.0880393,stationary,145.6707623,146.1261701
1.5048765,16,12.07438643,145.7908077,stationary,146.4180646,146.9095837
0,150,12.04599746,145.1060547,stationary,145.1060547,146.746561
0,24,12.16001383,147.8659365,stationary,147.218586,145.595105
0,24,12.13285754,147.2062321,stationary,147.2062321,147.2685504
0,24,12.08563399,146.0625489,stationary,146.8738633,146.8738633
0,16,12.10721652,146.5846918,stationary,147.4342616,147.1680707
0,16,12.10437822,146.515972,stationary,146.3408732,146.6574842
0,24,12.12418118,146.9957693,stationary,147.3269422,147.3269422
0,16,12.1130932,146.7270269,stationary,144.9365682,145.3764798
0,16,13.12367842,172.2309353,stationary,140.6809801,135.4745687
0,16,12.09468141,146.2813185,stationary,146.2813185,146.2813185
0,16,12.13371553,147.2270525,stationary,147.2270525,147.0470095
0,12,11.89967047,141.6021572,stationary,146.1814099,147.3258492
0,16,12.10168992,146.4508989,stationary,146.9451815,146.9451815
0,16,11.87431423,140.9993385,stationary,149.2373452,146.9711761
0,24,12.12802952,147.0891,stationary,146.1534539,147.0762305
0,24,12.09956983,146.39959,stationary,146.5513465,146.6348894
0,24,12.0649761,145.5636483,stationary,146.0841785,146.0841785
0,24,12.12249609,146.9549114,stationary,147.1099317,147.1971473
0,12,12.07319562,145.7620524,stationary,145.3898121,146.7127617
0,150,12.12688758,147.0614024,stationary,145.4830373,146.3487945
0,16,11.95579583,142.941054,stationary,142.941054,143.4819757
0,32,12.06391506,145.5380467,stationary,145.5380467,144.7991336
0,32,12.06559467,145.5785748,stationary,145.5785748,145.7525423
0,32,12.10030037,146.4172691,stationary,145.1473091,145.463171
0,32,12.09214249,146.2199099,stationary,145.8064221,145.8537295
0,32,12.09881519,146.381329,stationary,147.1397457,146.2622035
0,32,12.06172115,145.4851172,stationary,145.4851172,145.7411424
0,32,12.01052522,144.2527161,stationary,144.2527161,145.5304245
0,32,12.04094595,144.9843795,stationary,144.9843795,144.2763013
0,32,12.03690794,144.8871528,stationary,144.8871528,143.591497
0,32,11.96801215,143.2333149,stationary,143.2333149,143.8744374
0,150,12.00101218,144.0242932,stationary,143.2596916,144.4861202
0,32,12.00627278,144.1505861,stationary,143.8712513,143.7902806
0,150,11.96958801,143.2710371,stationary,143.3669048,143.6159492
0,32,11.95797295,142.9931172,stationary,142.9931172,143.5992656
0,32,11.9727527,143.3468073,stationary,143.1898319,143.3453026
0,150,11.95712953,142.9729465,stationary,142.2897059,142.5307454
0,32,11.99754602,143.9411106,stationary,143.9411106,143.9411106
0,32,11.96762449,143.224036,stationary,143.224036,143.224036
0,150,11.96424053,143.1430515,stationary,143.1430515,144.2327781
0,32,11.97959656,143.5107337,stationary,143.3203201,142.7576907
0,150,11.9708177,143.3004763,stationary,143.3004763,143.3078144
0,32,12.00124733,144.0299375,stationary,144.0299375,144.0567499
0,150,11.98219037,143.572886,stationary,142.3531719,142.4152027
0,32,12.01685059,144.404698,stationary,143.6779421,144.4917737
0,32,11.99972546,143.9934112,stationary,144.2871505,144.1338978
0,150,12.02737411,144.657728,stationary,144.4469861,145.0224064
0,32,12.02947322,144.7082259,stationary,145.2322791,144.7937948
0,32,12.12877215,147.1071139,stationary,147.1071139,145.7226728
0,32,12.04134743,144.994048,stationary,144.994048,145.507295
0,32,12.00752032,144.1805443,stationary,144.1805443,143.7624556
0,32,11.9642325,143.1428594,stationary,143.1428594,143.6591294
0,32,11.97114682,143.3083561,stationary,144.2687657,143.7980291
0,32,11.93819872,142.5205888,stationary,142.5205888,142.8677034
0,32,11.95671275,142.9629797,stationary,142.5769281,143.7994177
0,32,11.94498036,142.6825558,stationary,143.1026843,143.4855569
0,150,11.94818031,142.7590128,stationary,142.7590128,143.4598552
0,32,11.94553821,142.6958832,stationary,142.6958832,143.256709
0,150,11.98523511,143.6458607,stationary,142.7783475,143.9178458
0,32,12.00497986,144.1195413,stationary,144.1195413,143.7663353
0,32,11.99219483,143.8127369,stationary,143.8127369,143.9248286
0,32,11.98018035,143.5247212,stationary,143.5247212,143.2801833
0,32,12.00255021,144.0612114,stationary,144.0337012,144.2817467
0,32,11.99252445,143.8206426,stationary,143.3148688,144.0889983
0,32,11.9735439,143.3657535,stationary,143.3657535,143.3657535
0,32,11.98662218,143.6791112,stationary,143.6791112,143.7884792
0,32,11.98428881,143.6231784,stationary,144.2241105,144.2241105
0,32,11.95965556,143.033361,stationary,144.4153786,143.0373593
0,150,11.96801944,143.2334893,stationary,142.8866956,143.1761688
0,32,11.97541742,143.4106223,stationary,144.7947333,144.7947333
0,32,11.94386776,142.655977,stationary,143.4275395,143.1536803
0,150,11.98870288,143.7289966,stationary,142.8219714,142.8168196
0,32,11.96667285,143.2012591,stationary,143.2012591,143.7237259
0,32,11.93767984,142.5082,stationary,142.5082,142.5082
0,32,11.96089283,143.0629573,stationary,142.9138662,143.0064436
0,150,11.96217117,143.0935391,stationary,143.0935391,143.0935391
0,32,11.97406906,143.3783299,stationary,143.3783299,143.3783299
0,32,11.96608486,143.187187,stationary,143.187187,143.522521
0,32,11.94042478,142.5737439,stationary,142.5737439,143.119943
0,150,11.95530529,142.9293246,stationary,142.9293246,142.9293246
0,32,11.98924746,143.7420546,stationary,143.7420546,142.2883616
0,150,12.02703639,144.6496044,stationary,144.6496044,144.6496044
0,32,11.94213129,142.6144998,stationary,142.9092446,143.9864661
0,32,11.95757921,142.9837007,stationary,144.3428859,142.2498809
0,24,11.95733257,142.9778022,stationary,143.6395582,143.6395582
0,24,11.98117492,143.5485524,stationary,143.4040002,143.0294202
0,24,11.99058528,143.7741354,stationary,143.7741354,142.5123941
0,32,11.92659267,142.2436128,stationary,143.8285019,143.2697654
0,32,11.95421343,142.9032187,stationary,143.2176077,144.097406
0,32,11.97137023,143.3137052,stationary,143.3137052,143.7939989
0,24,11.92502882,142.2063124,stationary,143.6176153,142.9306501
0,24,11.96719618,143.2137844,stationary,143.2137844,143.2137844
0,48,11.98542582,143.6504322,stationary,143.0588493,143.1308089
0,24,11.99005006,143.7613005,stationary,143.7613005,143.7613005
0.9782396,48,11.96449032,143.1490287,stationary,143.1490287,143.0896656
1.2892194,48,11.97036723,143.2896915,stationary,142.6446058,142.2056551
0,48,11.97450828,143.3888485,stationary,143.3888485,143.3888485
0,48,11.97006446,143.2824432,stationary,141.8576515,143.120137
0,32,11.9947629,143.874337,stationary,143.874337,142.2437848
0,32,11.95928332,143.0244575,stationary,143.0244575,142.819018
0,32,11.96413093,143.1404289,stationary,143.1404289,143.3464174
0,32,11.95455909,142.911483,stationary,142.911483,142.911483
0,32,11.96629139,143.1921296,stationary,143.2935221,143.2935221
1.212526,32,11.99093539,143.7825316,stationary,143.7825316,143.3626467
1.212526,32,11.95103657,142.8272752,stationary,142.7023434,143.5782189
0,150,11.96308807,143.1154762,stationary,142.9190682,142.6956978
1.212526,32,11.93787783,142.5129272,stationary,142.5129272,142.8641992
0,32,11.96050224,143.0536138,stationary,143.0536138,143.2391856
0,32,11.98528549,143.6470683,stationary,143.0979772,143.0436446
0,32,11.94484859,142.6794079,stationary,142.5033907,143.0907433
0,32,11.90802432,141.8010433,stationary,142.2830173,142.8828178
0,32,11.95987453,143.0385989,stationary,143.4210621,142.9549088
0,150,11.9879835,143.7117485,stationary,143.7117485,143.7117485
0,32,11.9856258,143.6552258,stationary,142.9989101,141.9209134
0,32,11.92056243,142.0998086,stationary,142.0998086,142.4356763
0,32,11.95560645,142.9365256,stationary,142.5333658,142.5079836
0,32,11.96350224,143.1253857,stationary,142.6019463,143.1267801
0,150,11.97793237,143.4708639,stationary,141.5931607,142.7502096
0,32,11.97725842,143.4547191,stationary,143.4547191,143.0354461
0,150,11.96151068,143.0777378,stationary,143.0777378,142.9652611
0,150,11.94829444,142.7617399,stationary,142.7617399,141.9278278
0,32,11.95818216,142.9981205,stationary,143.0690664,143.0690664
0,32,12.00509015,144.1221896,stationary,144.1221896,143.0277793
0,32,11.95177647,142.8449609,stationary,142.8449609,142.2125156
0,32,11.99647128,143.9153232,stationary,142.6213899,143.0378766
0,32,11.94233109,142.6192718,stationary,143.5892749,143.2973125
0,32,11.95798929,142.9935079,stationary,142.9935079,143.4007371
0,32,12.00366811,144.0880482,stationary,143.9973988,143.6614166
0,32,11.99997736,143.9994566,stationary,143.9994566,144.1697119
0,150,12.00904851,144.2172462,stationary,144.2172462,144.2172462
0,32,11.98212602,143.571344,stationary,143.571344,142.9039638
0,32,11.99639544,143.9135036,stationary,142.423182,143.4290919
0,32,11.95105534,142.8277238,stationary,143.0733441,143.27915
0,150,11.95764627,142.9853042,stationary,142.9853042,142.9853042
0,32,11.96468058,143.1535815,stationary,141.9110898,143.1514319
0,150,11.91479723,141.9623931,stationary,141.9623931,142.8428481
0,1007,12.32675361,151.9488546,walking,158.9939468,154.0970218
0,1007,12.54720445,157.4323395,walking,156.7697143,151.9638713
0,1007,12.1215028,146.93083,walking,102.0226267,103.2952422
0,1007,12.71854841,161.7614737,walking,156.7544067,158.5078018
0,8,12.79533907,163.7207019,walking,170.1173009,188.0109459
0.74608165,16,11.73080785,137.6118528,walking,124.8343411,103.7557528
0.9836778,12,11.15881035,124.5190485,walking,120.5748268,117.1089029
1.0846293,12,11.34568241,128.7245094,walking,138.0637262,135.2624226
1.0449512,8,10.85981302,117.9355388,walking,117.9355388,144.8013974
0,1007,9.856770399,97.1559227,walking,100.0220939,103.1738285
1.0186565,12,11.36907974,129.2559742,walking,111.7975755,91.74716302
0.8372722,8,10.32420601,106.5892298,walking,105.564649,110.2380116
0.85244125,8,9.990430165,99.80869487,walking,133.2382888,130.6482395
0.85986733,12,11.02031081,121.4472504,walking,125.0682594,127.2641104
0.89143926,12,11.11102713,123.4549239,walking,109.2954311,125.0735002
0.8925872,12,11.02338381,121.5149907,walking,126.7065817,128.2682967
0.87246484,16,10.0242867,100.4863239,walking,199.5886165,194.65252
0,16,10.66133307,113.6640227,walking,136.71596,160.1799843
0,16,12.802756,163.9105612,walking,166.6718076,166.8261569
0,902,11.56156606,133.6698097,walking,146.9265685,143.9109016
0,902,12.73081653,162.0736894,walking,141.9956771,135.9221561
0,902,12.11722874,146.8272323,walking,144.2848318,146.8892326
0,902,11.76147074,138.3321941,walking,142.6879576,143.3642846
0,12,12.84797803,165.0705394,walking,165.0705394,185.7928226
0,12,11.20462166,125.5435466,walking,133.6186597,126.0916332
0,902,9.586714175,91.90508867,walking,190.4775528,179.7950937
0,8,11.95917514,143.02187,walking,115.9782878,110.9924779
0.90132445,16,10.57645437,111.8613871,walking,103.4223331,107.253245
0,902,12.56505862,157.8806981,walking,146.2992987,145.8708475
0,12,10.92301251,119.3122023,walking,110.0957452,126.0772232
0,12,9.707695387,94.23934972,walking,94.23934972,94.54585843
0,12,12.52823198,156.9565966,walking,160.3349067,155.6279052
0,12,10.9279187,119.4194072,walking,210.5734625,174.0216006
0,12,10.64908735,113.4030613,walking,137.4350137,138.3246625
0,12,14.57266672,212.3626153,walking,225.2429901,233.760903
0,902,10.20920588,104.2278847,walking,104.2278847,122.8181698
0.8521373,8,11.57911284,134.0758542,walking,157.1559691,182.3021133
0.8521373,8,12.82464671,164.4715632,walking,171.1778861,180.9502809
0.8738028,12,13.14619205,172.8223653,walking,172.8223653,160.7324506
0.7855121,12,13.31115957,177.186969,walking,105.7879851,103.8097522
0.7855121,12,12.74431832,162.4176494,walking,126.9966711,136.8415109
0,16,11.36172714,129.0888436,walking,129.0888436,128.7734359
0.8191545,12,13.96695969,195.0759631,walking,127.1339512,140.8907091
0,16,12.90587988,166.5617356,walking,128.9312517,143.5948794
0,16,11.05439623,122.199676,walking,120.3725673,130.009999
0,16,11.58724676,134.2642875,walking,173.816674,144.735899
0,24,11.65719603,135.8902192,walking,135.8902192,96.82912441
0,16,10.46146672,109.4422858,walking,109.4422858,104.0785653
0,12,9.81874972,96.40784607,walking,129.2925092,131.9446607
0,8,11.57648502,134.0150053,walking,125.8953394,123.2584837
0,8,14.77469194,218.2915219,walking,229.020853,226.6918567
0,1040,10.50127829,110.2768458,walking,110.2768458,212.4310003
0,12,12.92926997,167.166022,walking,175.0528326,182.6772412
0,1040,12.83731357,164.7966196,walking,159.0396337,155.7150924
0.95526165,12,11.78694733,138.9321274,walking,140.9765611,149.6452823
0.95937407,6,10.43387855,108.8658217,walking,115.8299776,123.47061
0.8832662,8,12.13702494,147.3073744,walking,147.3073744,177.2484963
0.8832662,8,13.68169371,187.1887429,walking,206.3169756,213.1901271
0,12,11.47430547,131.6596861,walking,120.1277472,113.5700995
0,12,12.40259462,153.8243532,walking,198.5654717,219.9427207
0,16,14.34429234,205.7587226,walking,202.719708,194.1379482
0,12,11.66921926,136.1706781,walking,141.772399,142.3680117
0,16,12.54569389,157.3944351,walking,161.0115531,170.3072381
0,1040,15.16362835,229.9356248,walking,102.1403445,104.3670912
0.724592,12,12.71273204,161.613556,walking,161.8053809,162.4753136
0.8404945,16,10.79843756,116.6062537,walking,123.078605,132.8088582
0.8404945,16,12.16957759,148.0986186,walking,159.507463,163.7790124
0,12,11.72341478,137.4384541,walking,140.7305686,139.068279
0,12,13.95342181,194.6979803,walking,197.8715304,199.2323642
0,16,11.42161568,130.4533048,walking,119.9549603,114.7723099
0,16,10.22029054,104.4543388,walking,112.9693492,124.7671306
0,24,10.33746969,106.8632796,auto,112.9400166,113.3142316
0,24,9.800848346,96.05662831,auto,96.05662831,97.33266438
5.684421,12,12.76068961,162.8351993,auto,155.7151711,145.459719
5.684421,12,12.05263866,145.2660988,auto,142.8568276,127.8708922
0,16,11.58362291,134.1803196,auto,96.38185054,107.3555634
4.340325,8,11.43634862,130.7900697,auto,132.3535005,131.6657178
6.1733565,12,10.21969177,104.4420999,auto,124.2392953,140.1743714
6.4271455,12,12.21133343,149.116664,auto,128.4490917,136.6994541
0,1048,13.43323918,180.4519148,auto,162.7737353,148.4552807
8.205135,12,13.51272779,182.5938123,auto,195.1548899,153.8719993
2.2428694,12,11.96669217,143.2017214,auto,146.3402825,142.1073836
2.2428694,12,10.90399463,118.897099,auto,102.341608,95.31768285
2.320405,12,10.31025877,106.3014358,auto,264.0897984,244.8632847
2.320405,12,11.69358085,136.739833,auto,105.8325065,105.1947454
2.4022331,12,10.6406358,113.2231303,auto,102.5668336,80.12805798
2.4022331,12,7.283812547,53.05392522,auto,53.05392522,188.3661486
3.9179883,12,11.0724416,122.5989629,auto,153.2194647,214.5653534
0,932,11.8023395,139.2952178,auto,143.8703224,141.4673631
0,6,12.35099179,152.5469983,auto,157.0847426,160.173043
0,6,11.28367418,127.321303,auto,128.917826,129.5950415
7.702458,12,14.09193116,198.5825237,auto,92.58382173,104.2232273
6.6176896,12,9.913243223,98.2723912,auto,96.29434585,117.1578581
6.6176896,12,9.935689851,98.71793282,auto,201.7659542,213.0181571
0,6,12.66000561,160.2757421,auto,160.2757421,149.7334829
0,6,10.56852512,111.6937233,auto,161.1212405,155.2235486
0,865,12.19901674,148.8160095,auto,143.2582842,136.8030647
0,8,12.01139493,144.2736082,auto,141.8347799,144.0888034
